  x,     y,    Z,    camp
    0.30685E+01,    0.73275E+01,    0.00000E+00,    0.59781E-01
    0.33341E+01,    0.72265E+01,    0.00000E+00,    0.59965E-01
    0.32676E+01,    0.73961E+01,    0.00000E+00,    0.59851E-01
    0.27265E+01,    0.79042E+01,    0.00000E+00,    0.59491E-01
    0.12754E+01,    0.64641E+01,    0.00000E+00,    0.57092E-01
    0.12462E+01,    0.65526E+01,    0.00000E+00,    0.56774E-01
    0.10014E+01,    0.63429E+01,    0.00000E+00,    0.54167E-01
    0.10847E+01,    0.64400E+01,    0.00000E+00,    0.55759E-01
    0.10411E+01,    0.62988E+01,    0.00000E+00,    0.55607E-01
    0.13660E+01,    0.64945E+01,    0.00000E+00,    0.57635E-01
    0.13856E+01,    0.64355E+01,    0.00000E+00,    0.58066E-01
    0.12959E+01,    0.65037E+01,    0.00000E+00,    0.57537E-01
    0.13252E+01,    0.64153E+01,    0.00000E+00,    0.57892E-01
    0.14020E+01,    0.63155E+01,    0.00000E+00,    0.57976E-01
    0.14428E+01,    0.63947E+01,    0.00000E+00,    0.58431E-01
    0.13926E+01,    0.65350E+01,    0.00000E+00,    0.58096E-01
    0.14521E+01,    0.65370E+01,    0.00000E+00,    0.58116E-01
    0.15105E+01,    0.66010E+01,    0.00000E+00,    0.58251E-01
    0.14828E+01,    0.64556E+01,    0.00000E+00,    0.58805E-01
    0.15797E+01,    0.65737E+01,    0.00000E+00,    0.58400E-01
    0.14680E+01,    0.65887E+01,    0.00000E+00,    0.58231E-01
    0.14413E+01,    0.66282E+01,    0.00000E+00,    0.57948E-01
    0.15208E+01,    0.66519E+01,    0.00000E+00,    0.58285E-01
    0.14889E+01,    0.66907E+01,    0.00000E+00,    0.58108E-01
    0.90788E+00,    0.66524E+01,    0.00000E+00,    0.54050E-01
    0.85550E+00,    0.66708E+01,    0.00000E+00,    0.54016E-01
    0.90606E+00,    0.67336E+01,    0.00000E+00,    0.54384E-01
    0.85541E+00,    0.67497E+01,    0.00000E+00,    0.54336E-01
    0.16356E+01,    0.66061E+01,    0.00000E+00,    0.58951E-01
    0.16293E+01,    0.66847E+01,    0.00000E+00,    0.58723E-01
    0.16027E+01,    0.66444E+01,    0.00000E+00,    0.58440E-01
    0.15971E+01,    0.67234E+01,    0.00000E+00,    0.58484E-01
    0.15572E+01,    0.66629E+01,    0.00000E+00,    0.58362E-01
