  x,     y,   camp
    0.29014E+01,    0.39112E+02,    0.44839E-02
    0.25225E+01,    0.38855E+02,    0.43755E-02
    0.26108E+01,    0.39108E+02,    0.40372E-02
    0.28242E+01,    0.38634E+02,    0.45426E-02
    0.30855E+01,    0.38811E+02,    0.49544E-02
    0.10940E+02,    0.47952E+02,    0.13399E-01
    0.12057E+02,    0.48068E+02,    0.12435E-01
    0.11850E+02,    0.48436E+02,    0.12931E-01
    0.94585E+01,    0.45397E+02,    0.12884E-01
    0.93621E+01,    0.45321E+02,    0.12937E-01
    0.93812E+01,    0.46187E+02,    0.13861E-01
    0.94149E+01,    0.46133E+02,    0.13723E-01
    0.94863E+01,    0.46148E+02,    0.13540E-01
    0.95414E+01,    0.46110E+02,    0.13543E-01
    0.10236E+02,    0.45815E+02,    0.12744E-01
    0.10026E+02,    0.45850E+02,    0.12833E-01
    0.99302E+01,    0.45994E+02,    0.12975E-01
    0.98676E+01,    0.46332E+02,    0.13426E-01
    0.99992E+01,    0.46350E+02,    0.13277E-01
    0.98265E+01,    0.46206E+02,    0.13255E-01
    0.99517E+01,    0.46110E+02,    0.13260E-01
    0.10072E+02,    0.46204E+02,    0.13092E-01
    0.90450E+01,    0.44464E+02,    0.12222E-01
    0.18087E+00,    0.60127E+02,    0.35518E-03
    0.98272E-01,    0.60178E+02,    0.29373E-03
    0.11103E+00,    0.60254E+02,    0.52747E-03
    0.74376E-01,    0.60544E+02,    0.14343E-02
    0.12843E+00,    0.60425E+02,    0.95600E-03
    0.52145E+01,    0.60344E+02,    0.69316E-02
    0.46390E+01,    0.62063E+02,    0.68359E-02
    0.56626E+01,    0.61307E+02,    0.68237E-02
    0.52430E+01,    0.62633E+02,    0.71129E-02
    0.58258E+01,    0.62195E+02,    0.76723E-02
    0.36076E+01,    0.61941E+02,    0.59320E-02
    0.25189E+00,    0.62279E+02,    0.46624E-02
    0.70052E+00,    0.61053E+02,    0.24333E-02
    0.73862E+01,    0.57123E+02,    0.10473E-01
    0.73193E+01,    0.57134E+02,    0.10568E-01
    0.72849E+01,    0.57191E+02,    0.10401E-01
    0.73086E+01,    0.57250E+02,    0.10417E-01
    0.72953E+01,    0.57028E+02,    0.10624E-01
    0.72770E+01,    0.57088E+02,    0.10551E-01
    0.70290E+01,    0.57295E+02,    0.10219E-01
    0.70998E+01,    0.58902E+02,    0.86397E-02
    0.67150E+01,    0.59394E+02,    0.82728E-02
    0.70639E+01,    0.59279E+02,    0.84637E-02
    0.87059E+01,    0.59189E+02,    0.91974E-02
    0.68636E+01,    0.57614E+02,    0.99017E-02
    0.60963E+01,    0.58209E+02,    0.88278E-02
    0.60637E+01,    0.58278E+02,    0.86608E-02
    0.59926E+01,    0.58290E+02,    0.86587E-02
    0.49860E+01,    0.40437E+02,    0.67389E-02
    0.51364E+01,    0.40238E+02,    0.66976E-02
